,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,G13,G14,G15,G16,G17,G18,G19,G20,G21,G22,G23,G24,G25,G26,G27,G28,G29,G30,G31,G32,G33,G34,G35,G36,G37,G38,G39,G40,G41,G42,G43,G44,G45,G46,G47,G48,G49,G50,G51,G52,G53,G54,G55,G56,G57,G58,G59,G60,G61,G62,G63,G64,G65,G66,G67,G68,G69,G70,G71,G72,G73,G74,G75,G76,G77,G78,G79,G80,G81,G82,G83,G84,G85,G86,G87,G88,G89,G90,G91,G92,G93,G94,G95,G96,G97,G98,G99,G100
G1,1.0000000000000002,0.3408754602790297,0.4185568059199209,0.45212035588393074,0.5814587844665875,0.34685358441172015,0.36652915337587527,0.33914255291023276,0.21078343980515496,0.40606574320618355,0.26201225163384695,0.29756852107594434,0.40892452631001497,0.43666685581984294,0.3173687968857656,0.35781832479042247,0.3310340728193471,0.20431535776731857,0.40556575139368906,0.29791554889748906,0.3814851933143416,0.2419111806620327,0.26568050974473556,0.23764329140457596,0.27370839143990805,0.38614384281435954,0.2638981622457056,0.2107666427408564,0.23487251293377134,0.2801053926876416,0.3467798256200549,0.24818253742616503,0.3218430227407646,0.2193739844463835,0.5054766972248851,0.29514536597979957,0.29931382959863656,0.25281902171007425,0.28337408308103407,0.21132002465673172,0.32732160704265983,0.30329776528980645,0.2500901409446525,0.47253837552191724,0.2874493261826455,0.3234429110779734,0.27845892465295824,0.23732356233643406,0.3494853423960569,0.3675921137477763,0.42335160508324254,0.24810944713545363,0.46131397413149416,0.3701221815751524,0.458689957725474,0.6904279794012473,0.4058448154128111,0.5464160959219465,0.47850025489776166,0.2611989144966718,0.2440923937128507,0.21790397039097734,0.258231364517932,0.312480336658276,0.301617116882574,0.2565702802469606,0.23654904941273602,0.17945928945836193,0.20789300580470574,0.2404400101577818,0.36341108417533624,0.2107027937811367,0.21510906491786813,0.23256205762909066,0.27303795571950135,0.2740922128544534,0.2741853901039572,0.23097152724367553,0.2938161589973441,0.23591105404422483,0.230439827855959,0.3212894721938363,0.3107197997997294,0.3393563557157312,0.21537241344553015,0.2899373356471116,0.34267839313441895,0.2969295344738954,0.2685232076736092,0.2563570990025392,0.24386452065299438,0.2532854948514694,0.31584131030406326,0.20767559839628497,0.23898114828710754,0.22616738864541697,0.2700120787150055,0.20281783030597622,0.23615901241862214,0.33299596611690724
G2,0.3408754602790297,1.0000000000000002,0.25541948162691486,0.26536104390735343,0.35698009236006123,0.25343919618605404,0.3309218493979125,0.3351938655903938,0.2021539554496771,0.5518617471060913,0.2268780534366586,0.22189617240760678,0.2596647809994715,0.2954372415181407,0.24591587390983483,0.24766849297255852,0.3720579167208682,0.2260573759617528,0.22209120972949897,0.27626106738983786,0.26342192464605557,0.23157554536917174,0.2209385170167744,0.20750493933218445,0.23606868800899147,0.21223369815639292,0.2224430242203473,0.26500766395012626,0.2171273536198092,0.2236413947211708,0.25217928045957333,0.2334539194407509,0.2829436552927219,0.25116160564119955,0.2913033570111602,0.2429559131354756,0.27599771183273347,0.20922807459214401,0.28727927599572284,0.24883591796907312,0.221439190072249,0.2509354827868223,0.2713184924658633,0.35187192562882774,0.20556794808690726,0.2924911779848904,0.2832693747033471,0.20276263041217904,0.24480720093075803,0.27114040198739625,0.2574847331939439,0.20725751555237845,0.3227859488868866,0.24367351231896375,0.32738840566064004,0.33308930479380894,0.30964056138862167,0.3128165625343944,0.373436269509728,0.19282379404916186,0.21831996306185325,0.1889572391850936,0.21506534707066544,0.2157649874937163,0.22664254847250184,0.2378821914230263,0.2842224796935118,0.27551249920740895,0.19417392700567193,0.20494578518626347,0.1835629432007597,0.2724802517860764,0.22167362580197722,0.2878932820412741,0.26098740312150165,0.23769832789191359,0.2278088629668455,0.2610891250722279,0.22718921470203265,0.2603696311102584,0.24256746044921587,0.22163166905741125,0.25293315771252145,0.27988555577157126,0.2609931722750432,0.21560845471516954,0.27337373434364476,0.3296814256398507,0.22020178874749594,0.21033769873332628,0.2218680905817666,0.22447894619232617,0.22633610206152677,0.2716234873791195,0.19652637985609933,0.17913270958208075,0.20832344826697977,0.24886589917273427,0.23138052851541877,0.24849734397387982
G3,0.4185568059199209,0.25541948162691486,1.0000000000000002,0.3259846969419942,0.4997729764106039,0.28632987982159724,0.2185873092708419,0.29916662654202053,0.2228609377569819,0.271495276137443,0.27734116517413815,0.29745435470563514,0.2731264381655524,0.2792129564520493,0.2860760082704577,0.3299387961635904,0.2973365910624245,0.2571326100673348,0.49942818876433254,0.2085155631169276,0.42598264541245645,0.305620193244102,0.2891952095804926,0.26788973359694507,0.2859088495033206,0.262324846449642,0.288930458449267,0.18482043735142287,0.20571543061944175,0.28291890109955997,0.26206313450623436,0.22393219095230404,0.3445103470071601,0.2206058003668547,0.32229166472553944,0.3124123825464425,0.2883125280154705,0.2532307133491718,0.29772993974673395,0.3013144040820434,0.2918254550228704,0.31052152924446663,0.29053706828471404,0.29901462248789157,0.21178835458596246,0.35314083237830524,0.31461014489914163,0.2750104794443685,0.23999187592248516,0.2536759047648628,0.27635148007082555,0.20742215878713308,0.2793561288253892,0.37127284988698356,0.3460520839882328,0.3747772023600735,0.3215312175318151,0.36767017422489917,0.27728873116206765,0.26254299851803276,0.21899172928133162,0.203386764616795,0.2591344153733855,0.26232590233651987,0.19813805646402674,0.23708008838831474,0.23333884606345004,0.25405217667919994,0.20605186280613674,0.2371631795165595,0.2825917696878768,0.28174127377344055,0.2759236202112223,0.2706723101478043,0.18706369324489558,0.24567380414242437,0.35503090952717437,0.2366700061035538,0.28496499325183,0.23775665633174428,0.19829127520219011,0.3281638132452354,0.21530164764244622,0.24460801914281233,0.2549996641546418,0.27241119908836514,0.34540799866213245,0.23507468424434905,0.24590906884196612,0.24034739772693237,0.2789413415251664,0.23427844887787916,0.2540884849192656,0.2611239409509535,0.2838210466699328,0.2570981563725854,0.2592797739865958,0.257130771360951,0.20847712450300704,0.20974389365767565
G4,0.45212035588393074,0.26536104390735343,0.3259846969419942,1.0000000000000002,0.4118859764726411,0.29725225274656475,0.3007583543843326,0.3062526740219755,0.26222075133382405,0.25127934200295327,0.20210883551175574,0.2917765941569256,0.28983590759119277,0.4804098632127413,0.22765712814590064,0.29479050973579646,0.36579275619082485,0.2754363912490837,0.37232647252918505,0.30477300236747706,0.5449456856435524,0.3129858576421068,0.27922796810122713,0.26556794636553027,0.28574720713226076,0.23779090405189676,0.27510464813507063,0.22075888627254947,0.17920043189731044,0.2806632164849359,0.41750910929834895,0.2441970656724428,0.2908583749087745,0.23637058061099875,0.40248925331169927,0.21517306262452138,0.30022286577930535,0.2588767379620832,0.2457527926531494,0.2803373451321587,0.4079077020765045,0.2475173988725024,0.23899622444076102,0.3045531632445212,0.25819840918365666,0.21980869233970227,0.2358579918877034,0.33459601230585023,0.29212599165436837,0.5159263161379484,0.3587533245164611,0.1862692822877699,0.4400794143105112,0.4443120930329837,0.2511337359547139,0.33144348842433263,0.3812042212446791,0.3379536090375977,0.3061728950346435,0.2823753863105167,0.23684600766314085,0.24471211069922874,0.21119724002808593,0.2630687676366961,0.22302103599015233,0.2870416951149784,0.21750570791575607,0.3084232108629433,0.2068971507731594,0.2133198691046395,0.3043255744794665,0.2286695679951068,0.29441659625112915,0.25251896460384465,0.2730887464649151,0.18567617961109034,0.3273217452350685,0.20569423602396536,0.22489785096680842,0.23691580671090823,0.2138970924355043,0.209219071617678,0.21036274097994614,0.24216551032755823,0.2303890267776025,0.25110634093903245,0.34212248021797753,0.29965936332460774,0.22296474393086516,0.22183256648763156,0.21309326453707708,0.30875328754099796,0.290792769601941,0.23656188111640414,0.23795122984322126,0.3048432413558729,0.22174706695163204,0.26784858639326814,0.3028433353451719,0.2973200356398847
G5,0.5814587844665875,0.35698009236006123,0.4997729764106039,0.4118859764726411,1.0000000000000002,0.3640721561116163,0.3302434453113858,0.44706067521841597,0.21214539438885358,0.46733629435253177,0.32283006526152586,0.303218984009314,0.3191480912528367,0.38309304303588754,0.33392908055643794,0.4378559182053132,0.4656855452670829,0.2582270091510292,0.600572922271287,0.2467121964695862,0.6026756456949528,0.3772128322578566,0.3918146778408551,0.233763571350639,0.33620731667774484,0.26243199417464524,0.2872734001477775,0.25152678676057305,0.2410298054914832,0.35269745296490645,0.3637907310296594,0.27399051490948584,0.4034633931687291,0.24154326328971096,0.43259306665453295,0.3294959536572708,0.33687424560954665,0.21840903777928822,0.28211180618915255,0.3842488492864499,0.4061662234646641,0.2630470850758048,0.252472106382028,0.35543291326476645,0.21278426840280196,0.33072816695809804,0.31347382408905666,0.3297517804270111,0.33638294696340015,0.5056347185174948,0.45215293268738727,0.23286960556029135,0.5486722816494003,0.5092810498923187,0.4196480345556914,0.5774120943114076,0.3988475266858455,0.6039722335478017,0.38979420422246824,0.2957994626480046,0.23188485316654753,0.21977230419890031,0.22094187374562904,0.29745081297244164,0.2633305234890624,0.25992728802431486,0.2699835754775774,0.34663160340980637,0.23088624319003306,0.26031155472046563,0.3795388056782256,0.27758031528323474,0.27630041707763936,0.23606987551114172,0.198919327993482,0.29333713685041996,0.38931141421437326,0.32265822778893577,0.31535575691782547,0.26294813802288625,0.2614524424145184,0.26312461930841097,0.25656701222072653,0.3136603294264092,0.22307314237271927,0.29497632079187924,0.5381016349422766,0.29395963372043843,0.2397358158767057,0.3087530882025471,0.23217820678759638,0.2552888178277009,0.2866650181047212,0.31801847415343654,0.24158936588555935,0.30652366268973474,0.23414402735757214,0.3222518272128263,0.27928617800999,0.2501935718740155
G6,0.34685358441172015,0.25343919618605404,0.28632987982159724,0.29725225274656475,0.3640721561116163,1.0000000000000002,0.24778851839461236,0.264909946909115,0.2599532197177872,0.21723943178216967,0.2456610996373252,0.2778011194664353,0.3056598253380949,0.31776876181777625,0.22849827942280287,0.1861707928485069,0.310858707445939,0.2787628006365478,0.3065690796629122,0.22760968812607393,0.38418856917442296,0.30472755720336603,0.22838234271756533,0.2273420636315199,0.27806106612884685,0.27234170447538775,0.20968307564197156,0.23496169676367565,0.20075792091282876,0.2715784756433849,0.22501970832420537,0.25253592105650324,0.2561230321838786,0.25032586783693916,0.3403620024645764,0.26210074760410773,0.23589157040732953,0.21537902102118073,0.25050443031629793,0.2978535992774982,0.25321895326921984,0.2660235666654119,0.17807621706106752,0.3155067973359875,0.28803759752994385,0.2976850617156275,0.2323843119085408,0.2529493304607194,0.2462432405619307,0.286078209224158,0.35417717451758546,0.24701679459551182,0.32808945698871794,0.40976805435148234,0.24170569800968345,0.27284632319745417,0.2899477014854569,0.2988888531271,0.27904580665720047,0.2146079984205782,0.25095041799824597,0.20597941390295485,0.25150547857435984,0.2694138816271642,0.2264738085318103,0.21360470314792665,0.22793884986094076,0.24647772964302297,0.22097069385422977,0.2876097133727328,0.2778314882244438,0.300090441843858,0.27146579481602673,0.2505559542702442,0.24648346246902392,0.1836142850713446,0.24505830231173303,0.20432985779213306,0.2327510597296094,0.23587474980372783,0.24510060283911517,0.24887052184822023,0.2708619007759726,0.30298027925856924,0.2384169461940367,0.25175917390680586,0.33562405305901094,0.31413809338705323,0.2757202623595154,0.2792665741696219,0.23836661578255794,0.258363173961188,0.26022069364551975,0.2749271666451869,0.22691542972155868,0.2863347893460137,0.2597357027581436,0.30426798733437294,0.27032737814498203,0.22728770148720986
G7,0.36652915337587527,0.3309218493979125,0.2185873092708419,0.3007583543843326,0.3302434453113858,0.24778851839461236,1.0000000000000002,0.29367180649048436,0.2371689464605671,0.3823707248221245,0.222700340660578,0.26052800840105766,0.265238060714557,0.3793723214824506,0.27035702891773916,0.2761820555304356,0.2644861392810893,0.21269095835536522,0.24380046425852983,0.29903331458518195,0.31037216966267395,0.17939682719389635,0.2688780523176051,0.2647452636721428,0.17916353701468696,0.23264264264338344,0.25231687925545326,0.1939100114316713,0.2218386096798216,0.3001921731877059,0.2868869958664148,0.2274382291343442,0.23399095259466254,0.22095736115379547,0.3959920996998023,0.2275014414721189,0.20730290935554263,0.27623421166141743,0.2064736745087916,0.2621463699847167,0.24868923623059638,0.21601433866987405,0.2053257338185212,0.34972444991698454,0.2787981245129895,0.22362650497920086,0.22607895386660726,0.21964960599540798,0.2569975964773324,0.24456451079697558,0.2771896045540421,0.2550051921629418,0.25666813379481296,0.24771783734998537,0.3836725385078805,0.3276815365183585,0.3627940371133498,0.35735024811065635,0.34758737395416933,0.23907801250259536,0.28030202329545884,0.24117537280883986,0.27712900594535894,0.2354879943952302,0.19018021685182668,0.20316046693041867,0.21007073738026544,0.23955995793227666,0.20437854791114918,0.212377153949235,0.2501448871161186,0.2004157399206071,0.22048864913526736,0.2627513930628906,0.26029723295741164,0.2486417710421769,0.2365491792345722,0.2167080447150113,0.2932248992117337,0.31457736370147377,0.2722538957400037,0.29143848696035785,0.2466902133427077,0.38021455967769396,0.24965559559129716,0.20686575060636953,0.2840099816083403,0.3451736269115985,0.3119785045358398,0.23643987277304765,0.21741783182768193,0.2497628625318022,0.3028979994670902,0.20574393692103662,0.22487078400317434,0.21274279985037559,0.20954905387010933,0.23454896399775485,0.19456684523764725,0.20533490525276332
G8,0.33914255291023276,0.3351938655903938,0.29916662654202053,0.3062526740219755,0.44706067521841597,0.264909946909115,0.29367180649048436,1.0000000000000002,0.19087519500724764,0.39171246386744,0.37541801203793845,0.2587669015879876,0.2846288268408604,0.34206586553476126,0.30945251312308514,0.4528686973202992,0.34440532247273303,0.2683109433716936,0.30277105200327586,0.25293073060446947,0.33763140691781696,0.24923633318833038,0.3387796999960389,0.2774263300435939,0.24677665445510968,0.2574166394860827,0.21723231844462845,0.226011992749342,0.21734982346567397,0.23929102577085795,0.26152112499066654,0.23997983466852382,0.3575684165430911,0.20195802672697047,0.3851885221357206,0.22984235235984093,0.22224699091078992,0.23125485657675315,0.21770569425337716,0.2835261389442198,0.2777127315604527,0.284028511755382,0.26849815236628805,0.22812639262690404,0.23071923089247956,0.3432935082582561,0.35003747234403193,0.2651028393412307,0.24376942973968543,0.2642083703825368,0.357719693440017,0.23341715671061058,0.3255386821277403,0.29844552784667755,0.3455657022448892,0.30233515942152994,0.3796816413867776,0.4506054853898368,0.33796617611276936,0.24462514350148926,0.20692417579097802,0.22599529238719213,0.21801843652157227,0.3267203716090054,0.2020787546609648,0.22891903177715534,0.2584834165540272,0.309854853079401,0.21739273186424085,0.19146534582018537,0.2231007522094331,0.30184711527642777,0.17615320835005294,0.2055338726794236,0.24208252822092222,0.25218023138397827,0.2628400594468435,0.26661126171470495,0.26053928992457914,0.2899071034434535,0.20580830051872578,0.2511473328381201,0.25960509162589557,0.27381884135353524,0.20903281945990257,0.287868876492118,0.348182198018838,0.24679838278102603,0.2702053238889805,0.23526233573918795,0.37711301167188205,0.22337572556216306,0.3279071626249124,0.29350343631375764,0.23350453336405413,0.21027162041495545,0.21920192900528973,0.3624184278909224,0.2514874990115501,0.2534531557585357
G9,0.21078343980515496,0.2021539554496771,0.2228609377569819,0.26222075133382405,0.21214539438885358,0.2599532197177872,0.2371689464605671,0.19087519500724764,1.0000000000000002,0.24141341337991068,0.2129533559036787,0.24694803029601853,0.24152696739212753,0.2534882902137835,0.26862599415233973,0.23725405009502668,0.2600109297575414,0.1774221391418336,0.2284560539730267,0.21126354325202745,0.2699329838186131,0.25833783427104734,0.21489867392872566,0.20365363973360442,0.26292725281099244,0.2102876294774504,0.21883630139755744,0.23921869382686795,0.20047729437825282,0.22864519734093622,0.1913498765057478,0.21289320318239788,0.2614357822893615,0.2761183768501312,0.22451216814423555,0.21449329458023003,0.21585599216955598,0.2530162893783364,0.21892145855046713,0.20149111352950572,0.21127458732856425,0.2526193901585692,0.2303171452842467,0.2560410783374202,0.2602394817629764,0.21797317489203552,0.21760764367816504,0.20805424053132945,0.16495299311484843,0.23962867970778312,0.2559351232398754,0.20978495585302118,0.25738920686086836,0.21806625605576688,0.2130674532740119,0.2180984752840638,0.2326478386121636,0.2745995702861467,0.26076435357609834,0.199650252056698,0.24361489341711662,0.2200315008516144,0.22691370585716186,0.2549200641115559,0.20353973915393686,0.1935008989387139,0.21011159786837055,0.16603525057759438,0.21829161329873917,0.21927549725902012,0.26720727539159256,0.21837212732482242,0.20684374031070885,0.22377569857637694,0.19992610324712215,0.23968244665842328,0.24414830541940086,0.2466940726196187,0.18689224296924473,0.25801351693126395,0.20331932509814013,0.21171335371088873,0.20841537038658814,0.30759706476070364,0.21977540189380856,0.22763982155022522,0.3087233049030562,0.25091209563871913,0.3620112281429282,0.2591157260767202,0.2608343100710284,0.25052279593547055,0.22744859883987084,0.22201878049696633,0.21451358990706254,0.24359447071364437,0.23928185464176818,0.2116503179710251,0.21492285271764558,0.19070078319987405
G10,0.40606574320618355,0.5518617471060913,0.271495276137443,0.25127934200295327,0.46733629435253177,0.21723943178216967,0.3823707248221245,0.39171246386744,0.24141341337991068,1.0000000000000002,0.2890377282047627,0.2899296049435879,0.30099806645141924,0.34363412450348285,0.2869759234856327,0.2704482612546847,0.4199299796067812,0.26729393889545416,0.22706266014494356,0.2626637387960144,0.32214743343547714,0.23868403510614386,0.2259002521227444,0.23975890961741234,0.205586737228689,0.22925991214484523,0.2873258069639928,0.20645919979837593,0.22740027420842868,0.24217566810236918,0.23649460841967715,0.2462166666164218,0.2410063925275309,0.2554014211669528,0.3945392228713206,0.27425869028228594,0.23151495530217947,0.27635562701278643,0.24739524850924094,0.2616703022724326,0.23127795802329024,0.2746422448754995,0.24447334898582807,0.3851137692185463,0.2538059168203175,0.3545255360233173,0.24625873126513312,0.2072327277742741,0.2550165942266646,0.26332163726366414,0.21950132728524965,0.26846151313781325,0.34594132236662906,0.2682209154926771,0.35342371618201746,0.345258414028753,0.2792473316966647,0.34664876811822737,0.307506024534526,0.22664459365870968,0.2300219772011855,0.21679736226051524,0.21100147236778483,0.24078731296146186,0.21534265555460283,0.1900748641468332,0.2106191614694853,0.29011525155745355,0.1872205331298517,0.22328207084794677,0.23264215074322817,0.23147665628816477,0.18162919564070967,0.26007375989657605,0.2638315766534807,0.24239217455595413,0.2585332140088706,0.26498767298433734,0.2317762538573411,0.3176868611043705,0.2423324405209262,0.25261848623011657,0.21902279018858056,0.2521448555348194,0.2646816789227042,0.24895257808199722,0.2565360551048282,0.26739523772750134,0.34717182649571715,0.22332926060740038,0.29017908732043834,0.23891416801448837,0.26860852140257124,0.18898888704754105,0.23977427019044464,0.23342699984839282,0.26755565140645143,0.26239859022048156,0.20412902897684262,0.18554859085514683
